NACE732;NACE732_LIB;NACE88;NACE88_LIB;NACE38;NACE38_LIB;NACE17;NACE17_LIB;NACE4;NACE4_LIB;NACE_GS;NACE_GS_LIB
4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4729Z;autres commerces de détail alimentaires en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4730Z;Commerce de détail de carburants en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4742Z;Commerce de détail de matériels de télécommunication en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4743Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4751Z;Commerce de détail de textiles en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4752A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4752B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus);47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4753Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4754Z;Commerce de détail d'appareils électroménagers en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4759A;Commerce de détail de meubles;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4759B;Commerce de détail d'autres équipements du foyer;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4761Z;Commerce de détail de livres en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4762Z;Commerce de détail de journaux et papeterie en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4763Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4764Z;Commerce de détail d'articles de sport en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4765Z;Commerce de détail de jeux et jouets en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4771Z;Commerce de détail d'habillement en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4772A;Commerce de détail de la chaussure;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4772B;Commerce de détail de maroquinerie et d'articles de voyage;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4773Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4774Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4775Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4776Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4777Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4778A;Commerces de détail d'optique;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4778B;Commerces de détail de charbons et combustibles;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4778C;autres commerces de détail spécialisés divers;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4779Z;Commerce de détail de biens d'occasion en magasin;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4781Z;Commerce de détail alimentaire sur éventaires et marchés;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3B;Commerce alimentaire
4782Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4789Z;autres commerces de détail sur éventaires et marchés;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4791A;Vente à distance sur catalogue général;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4791B;Vente à distance sur catalogue spécialisé;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4799A;Vente à domicile;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4799B;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.;47;Commerce de détail, à l'exception des automobiles et des motocycles;GZ;"Commerce ; réparation d'automobiles et de motocycles";GZ;"Commerce ; réparation d'automobiles et";4;Tertiaire;GS3A;Commerce non alimentaire
4910Z;Transport ferroviaire interurbain de voyageurs;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4920Z;Transports ferroviaires de fret;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4931Z;Transports urbains et suburbains de voyageurs;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4932Z;Transports de voyageurs par taxis;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4939A;Transports routiers réguliers de voyageurs;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4939B;autres transports routiers de voyageurs;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4939C;Téléphériques et remontées mécaniques;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4941A;Transports routiers de fret interurbains;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4941B;Transports routiers de fret de proximité;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4941C;Location de camions avec chauffeur;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4942Z;Services de déménagement;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
4950Z;Transports par conduites;49;Transports terrestres et transport par conduites;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5010Z;Transports maritimes et côtiers de passagers;50;Transports par eau;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5020Z;Transports maritimes et côtiers de fret;50;Transports par eau;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5030Z;Transports fluviaux de passagers;50;Transports par eau;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5040Z;Transports fluviaux de fret;50;Transports par eau;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5110Z;Transports aériens de passagers;51;Transports aériens;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5121Z;Transports aériens de fret;51;Transports aériens;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5122Z;Transports spatiaux;51;Transports aériens;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5210A;Entreposage et stockage frigorifique;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5210B;Entreposage et stockage non frigorifique;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5221Z;Services auxiliaires des transports terrestres;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5222Z;Services auxiliaires des transports par eau;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5223Z;Services auxiliaires des transports aériens;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5224A;Manutention portuaire;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5224B;Manutention non portuaire;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5229A;Messagerie, fret express;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5229B;Affrètement et organisation des transports;52;Entreposage et services auxiliaires des transports;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5310Z;Activités de poste dans le cadre d'une obligation de service universel;53;Activités de poste et de courrier;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5320Z;autres activités de poste et de courrier;53;Activités de poste et de courrier;HZ;Transports et entreposage;HZ;Transport;4;Tertiaire;GS5;Autres services marchands hors intérim
5510Z;Hôtels et hébergement similaire;55;Hébergement;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5520Z;Hébergement touristique et autre hébergement de courte durée;55;Hébergement;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5530Z;Terrains de camping et parcs pour caravanes ou véhicules de loisirs;55;Hébergement;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5590Z;autres hébergements;55;Hébergement;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5610A;Restauration traditionnelle;56;Restauration;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5610B;Cafétérias et autres libres-services;56;Restauration;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5610C;Restauration de type rapide;56;Restauration;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5621Z;Services des traiteurs;56;Restauration;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5629A;Restauration collective sous contrat;56;Restauration;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5629B;autres services de restauration n.c.a.;56;Restauration;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5630Z;Débits de boissons;56;Restauration;IZ;Hébergement et restauration;IZ;Hébergement et restauration;4;Tertiaire;GS4;Hôtellerie-restauration
5811Z;Édition de livres;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5812Z;Édition de répertoires et de fichiers d'adresses;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5813Z;Édition de journaux;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5814Z;Édition de revues et périodiques;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5819Z;autres activités d'édition;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5821Z;Édition de jeux électroniques;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5829A;Édition de logiciels système et de réseau;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5829B;Edition de logiciels outils de développement et de langages;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5829C;Edition de logiciels applicatifs;58;Édition;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5911A;Production de films et de programmes pour la télévision;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5911B;Production de films institutionnels et publicitaires;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5911C;Production de films pour le cinéma;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5912Z;Post-production de films cinématographiques, de vidéo et de programmes de télévision;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5913A;Distribution de films cinématographiques;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5913B;Edition et distribution vidéo;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5914Z;Projection de films cinématographiques;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
5920Z;Enregistrement sonore et édition musicale;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6010Z;Édition et diffusion de programmes radio;60;Programmation et diffusion;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6020A;Edition de chaînes généralistes;60;Programmation et diffusion;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6020B;Edition de chaînes thématiques;60;Programmation et diffusion;JA;Edition et Audiovisuel;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6110Z;Télécommunications filaires;61;Télécommunications;JB;Télécommunications;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6120Z;Télécommunications sans fil;61;Télécommunications;JB;Télécommunications;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6130Z;Télécommunications par satellite;61;Télécommunications;JB;Télécommunications;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6190Z;autres activités de télécommunication;61;Télécommunications;JB;Télécommunications;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6201Z;Programmation informatique;62;Programmation, conseil et autres activités informatiques;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6202A;Conseil en systèmes et logiciels informatiques;62;Programmation, conseil et autres activités informatiques;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6202B;Tierce maintenance de systèmes et d'applications informatiques;62;Programmation, conseil et autres activités informatiques;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6203Z;Gestion d'installations informatiques;62;Programmation, conseil et autres activités informatiques;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6209Z;autres activités informatiques;62;Programmation, conseil et autres activités informatiques;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6311Z;Traitement de données, hébergement et activités connexes;63;Services d'information;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6312Z;Portails internet;63;Services d'information;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6391Z;Activités des agences de presse;63;Services d'information;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6399Z;autres services d'information n.c.a.;63;Services d'information;JC;Activités informatiques;JZ;Information et communication;4;Tertiaire;GS5;Autres services marchands hors intérim
6411Z;Activités de banque centrale;64;Activités des services financiers, hors assurance et caisses de retraite;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6419Z;autres intermédiations monétaires;64;Activités des services financiers, hors assurance et caisses de retraite;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6420Z;Activités des sociétés holding;64;Activités des services financiers, hors assurance et caisses de retraite;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6430Z;Fonds de placement et entités financières similaires;64;Activités des services financiers, hors assurance et caisses de retraite;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6491Z;Crédit-bail;64;Activités des services financiers, hors assurance et caisses de retraite;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6492Z;autre distribution de crédit;64;Activités des services financiers, hors assurance et caisses de retraite;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6499Z;autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.;64;Activités des services financiers, hors assurance et caisses de retraite;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6511Z;Assurance vie;65;Assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6512Z;autres assurances;65;Assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6520Z;Réassurance;65;Assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6530Z;Caisses de retraite;65;Assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6611Z;Administration de marchés financiers;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6612Z;Courtage de valeurs mobilières et de marchandises;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6619A;Supports juridiques de gestion de patrimoine mobilier;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6619B;autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6621Z;évaluation des risques et dommages;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6622Z;Activités des agents et courtiers d'assurances;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6629Z;autres activités auxiliaires d'assurance et de caisses de retraite;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6630Z;Gestion de fonds;66;Activités auxiliaires de services financiers et d'assurance;KZ;Activités financières et d'assurance;KZ;Activités financières et d'assurance;4;Tertiaire;GS5;Autres services marchands hors intérim
6810Z;Activités des marchands de biens immobiliers;68;Activités immobilières;LZ;Activités immobilières;LZ;Activités immobilières;4;Tertiaire;GS5;Autres services marchands hors intérim
6820A;Location de logements;68;Activités immobilières;LZ;Activités immobilières;LZ;Activités immobilières;4;Tertiaire;GS5;Autres services marchands hors intérim
6820B;Location de terrains et d'autres biens immobiliers;68;Activités immobilières;LZ;Activités immobilières;LZ;Activités immobilières;4;Tertiaire;GS5;Autres services marchands hors intérim
6831Z;Agences immobilières;68;Activités immobilières;LZ;Activités immobilières;LZ;Activités immobilières;4;Tertiaire;GS5;Autres services marchands hors intérim
6832A;Administration d'immeubles et autres biens immobiliers;68;Activités immobilières;LZ;Activités immobilières;LZ;Activités immobilières;4;Tertiaire;GS5;Autres services marchands hors intérim
6832B;Supports juridiques de gestion de patrimoine immobilier;68;Activités immobilières;LZ;Activités immobilières;LZ;Activités immobilières;4;Tertiaire;GS5;Autres services marchands hors intérim
6910Z;Activités juridiques;69;Activités juridiques et comptables;MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
6920Z;Activités comptables;69;Activités juridiques et comptables;MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7010Z;Activités des sièges sociaux;70;"Activités des sièges sociaux ; conseil de gestion";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7021Z;Conseil en relations publiques et communication;70;"Activités des sièges sociaux ; conseil de gestion";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
7022Z;Conseil pour les affaires et autres conseils de gestion;70;"Activités des sièges sociaux ; conseil de gestion";MA;Activités juridiques, de conseil et d'ingénierie;MN;"Activités scientifiques et techniques ;";4;Tertiaire;GS5;Autres services marchands hors intérim
